section,metric,value
scenario,requests,351
scenario,attempts,5516
scenario,stereo_pairs,600
scenario,avg_angle,20.837170
scenario,avg_area,474.963787
scenario,avg_price,988.296773
scenario,avg_sun_elevation,56.195762
scenario,avg_cloud_cover,7.604217
scenario,avg_priority,2.473532
scenario_raw,requests,351
scenario_raw,attempts,6212
scenario_raw,avg_angle,20.607803
scenario_raw,avg_area,482.317561
scenario_raw,avg_price,994.473599
scenario_raw,avg_sun_elevation,56.476896
scenario_raw,avg_cloud_cover,7.461854
scenario_raw,avg_priority,2.523503
solution,acquisitions,442
solution,unique_requests_served,338
solution,total_score,243.6052801030261037
solution,ofv,-243.6052801030270132
solution,total_profit,432279.000000
solution,total_area,241699.266614
solution,avg_cloud_cover,7.300745
solution,cloud_good_lt10,298
solution,cloud_bad_gt30,0
solution,avg_angle,22.200796
solution,angle_good_le10,19
solution,angle_bad_ge30,22
solution,avg_priority,2.515837
solution,priority_1,109
solution,priority_2,106
solution,priority_3,117
solution,priority_4,110
solution,avg_sun_elevation,56.417067
rko,best_mh,BRKGA
rko,time_to_best,596.187
rko,solver_time,604.996
rko,total_time,605.009
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,29
rko,stereo_acq_selected,58
rko,strip_acq_selected,150
