section,metric,value
scenario,requests,223
scenario,attempts,2872
scenario,stereo_pairs,352
scenario,avg_angle,20.784987
scenario,avg_area,497.706123
scenario,avg_price,1003.986421
scenario,avg_sun_elevation,54.107338
scenario,avg_cloud_cover,1.559570
scenario,avg_priority,2.475627
scenario_raw,requests,223
scenario_raw,attempts,3261
scenario_raw,avg_angle,20.404494
scenario_raw,avg_area,501.343208
scenario_raw,avg_price,1006.107942
scenario_raw,avg_sun_elevation,54.387143
scenario_raw,avg_cloud_cover,1.557149
scenario_raw,avg_priority,2.460902
solution,acquisitions,282
solution,unique_requests_served,209
solution,total_score,158.2005519779207816
solution,ofv,-158.2005519779212079
solution,total_profit,280063.000000
solution,total_area,160527.122542
solution,avg_cloud_cover,1.542244
solution,cloud_good_lt10,282
solution,cloud_bad_gt30,0
solution,avg_angle,21.863186
solution,angle_good_le10,21
solution,angle_bad_ge30,17
solution,avg_priority,2.453901
solution,priority_1,81
solution,priority_2,56
solution,priority_3,81
solution,priority_4,64
solution,avg_sun_elevation,54.665233
rko,best_mh,BRKGA
rko,time_to_best,236.576
rko,solver_time,301.033
rko,total_time,301.039
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,21
rko,stereo_acq_selected,43
rko,strip_acq_selected,103
