section,metric,value
scenario,requests,284
scenario,attempts,2755
scenario,stereo_pairs,175
scenario,avg_angle,20.596781
scenario,avg_area,477.032856
scenario,avg_price,981.212704
scenario,avg_sun_elevation,57.511053
scenario,avg_cloud_cover,7.748105
scenario,avg_priority,2.496552
scenario_raw,requests,284
scenario_raw,attempts,2858
scenario_raw,avg_angle,20.340888
scenario_raw,avg_area,479.456705
scenario_raw,avg_price,983.273618
scenario_raw,avg_sun_elevation,57.558325
scenario_raw,avg_cloud_cover,7.803076
scenario_raw,avg_priority,2.511547
solution,acquisitions,317
solution,unique_requests_served,248
solution,total_score,179.4328201539541396
solution,ofv,-179.4328201539546228
solution,total_profit,307065.000000
solution,total_area,173705.863540
solution,avg_cloud_cover,7.815872
solution,cloud_good_lt10,206
solution,cloud_bad_gt30,0
solution,avg_angle,21.553896
solution,angle_good_le10,29
solution,angle_bad_ge30,18
solution,avg_priority,2.545741
solution,priority_1,74
solution,priority_2,76
solution,priority_3,87
solution,priority_4,80
solution,avg_sun_elevation,56.529524
rko,best_mh,BRKGA
rko,time_to_best,298.769
rko,solver_time,301.025
rko,total_time,301.032
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,19
rko,stereo_acq_selected,36
rko,strip_acq_selected,106
