section,metric,value
scenario,requests,46
scenario,attempts,578
scenario,stereo_pairs,49
scenario,avg_angle,20.727721
scenario,avg_area,499.724794
scenario,avg_price,1118.420415
scenario,avg_sun_elevation,56.987783
scenario,avg_cloud_cover,16.522056
scenario,avg_priority,2.461938
scenario_raw,requests,46
scenario_raw,attempts,608
scenario_raw,avg_angle,20.460124
scenario_raw,avg_area,511.979209
scenario_raw,avg_price,1113.034539
scenario_raw,avg_sun_elevation,57.204035
scenario_raw,avg_cloud_cover,16.529071
scenario_raw,avg_priority,2.495066
solution,acquisitions,60
solution,unique_requests_served,45
solution,total_score,32.1595394736842195
solution,ofv,-32.1595394736842479
solution,total_profit,67368.000000
solution,total_area,32365.054222
solution,avg_cloud_cover,16.258797
solution,cloud_good_lt10,8
solution,cloud_bad_gt30,0
solution,avg_angle,21.665099
solution,angle_good_le10,4
solution,angle_bad_ge30,1
solution,avg_priority,2.650000
solution,priority_1,15
solution,priority_2,11
solution,priority_3,14
solution,priority_4,20
solution,avg_sun_elevation,56.807883
rko,best_mh,BRKGA
rko,time_to_best,4.589
rko,solver_time,60.009
rko,total_time,60.010
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,6
rko,stereo_acq_selected,11
rko,strip_acq_selected,18
