section,metric,value
scenario,requests,230
scenario,attempts,3912
scenario,stereo_pairs,782
scenario,avg_angle,20.832556
scenario,avg_area,500.296752
scenario,avg_price,995.544223
scenario,avg_sun_elevation,55.295483
scenario,avg_cloud_cover,1.596771
scenario,avg_priority,2.475460
scenario_raw,requests,230
scenario_raw,attempts,5045
scenario_raw,avg_angle,20.279027
scenario_raw,avg_area,503.305137
scenario_raw,avg_price,1006.691179
scenario_raw,avg_sun_elevation,55.506849
scenario_raw,avg_cloud_cover,1.572614
scenario_raw,avg_priority,2.442022
solution,acquisitions,288
solution,unique_requests_served,214
solution,total_score,164.8523290386523001
solution,ofv,-164.8523290386531244
solution,total_profit,284996.000000
solution,total_area,163776.648351
solution,avg_cloud_cover,1.575649
solution,cloud_good_lt10,288
solution,cloud_bad_gt30,0
solution,avg_angle,21.697769
solution,angle_good_le10,25
solution,angle_bad_ge30,14
solution,avg_priority,2.451389
solution,priority_1,83
solution,priority_2,57
solution,priority_3,83
solution,priority_4,65
solution,avg_sun_elevation,55.927913
rko,best_mh,BRKGA
rko,time_to_best,490.196
rko,solver_time,602.500
rko,total_time,602.508
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,21
rko,stereo_acq_selected,43
rko,strip_acq_selected,105
