section,metric,value
scenario,requests,102
scenario,attempts,999
scenario,stereo_pairs,80
scenario,avg_angle,20.824056
scenario,avg_area,509.287698
scenario,avg_price,977.660661
scenario,avg_sun_elevation,52.510889
scenario,avg_cloud_cover,7.569153
scenario,avg_priority,2.506507
scenario_raw,requests,102
scenario_raw,attempts,1046
scenario_raw,avg_angle,20.545423
scenario_raw,avg_area,509.507894
scenario_raw,avg_price,982.328872
scenario_raw,avg_sun_elevation,52.613716
scenario_raw,avg_cloud_cover,7.545718
scenario_raw,avg_priority,2.495220
solution,acquisitions,127
solution,unique_requests_served,94
solution,total_score,71.7504780114722820
solution,ofv,-71.7504780114724809
solution,total_profit,120639.000000
solution,total_area,74360.328707
solution,avg_cloud_cover,7.091506
solution,cloud_good_lt10,95
solution,cloud_bad_gt30,0
solution,avg_angle,21.367440
solution,angle_good_le10,12
solution,angle_bad_ge30,2
solution,avg_priority,2.511811
solution,priority_1,31
solution,priority_2,26
solution,priority_3,44
solution,priority_4,26
solution,avg_sun_elevation,51.573929
rko,best_mh,BRKGA
rko,time_to_best,49.831
rko,solver_time,60.015
rko,total_time,60.017
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,9
rko,stereo_acq_selected,17
rko,strip_acq_selected,48
