section,metric,value
scenario,requests,44
scenario,attempts,416
scenario,stereo_pairs,67
scenario,avg_angle,21.126641
scenario,avg_area,442.769304
scenario,avg_price,989.918269
scenario,avg_sun_elevation,55.287433
scenario,avg_cloud_cover,17.089136
scenario,avg_priority,2.632212
scenario_raw,requests,44
scenario_raw,attempts,456
scenario_raw,avg_angle,20.638387
scenario_raw,avg_area,451.829623
scenario_raw,avg_price,979.508772
scenario_raw,avg_sun_elevation,55.840735
scenario_raw,avg_cloud_cover,17.025195
scenario_raw,avg_priority,2.622807
solution,acquisitions,59
solution,unique_requests_served,43
solution,total_score,32.8026315789473699
solution,ofv,-32.8026315789474125
solution,total_profit,55647.000000
solution,total_area,29492.084979
solution,avg_cloud_cover,17.167169
solution,cloud_good_lt10,4
solution,cloud_bad_gt30,0
solution,avg_angle,21.475671
solution,angle_good_le10,3
solution,angle_bad_ge30,3
solution,avg_priority,2.627119
solution,priority_1,13
solution,priority_2,16
solution,priority_3,10
solution,priority_4,20
solution,avg_sun_elevation,55.283237
rko,best_mh,GA
rko,time_to_best,16.957
rko,solver_time,60.006
rko,total_time,60.007
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,10
rko,stereo_acq_selected,19
rko,strip_acq_selected,12
