section,metric,value
scenario,requests,97
scenario,attempts,930
scenario,stereo_pairs,75
scenario,avg_angle,20.797518
scenario,avg_area,510.963435
scenario,avg_price,980.137634
scenario,avg_sun_elevation,54.142972
scenario,avg_cloud_cover,7.475093
scenario,avg_priority,2.463441
scenario_raw,requests,97
scenario_raw,attempts,975
scenario_raw,avg_angle,20.492739
scenario_raw,avg_area,511.683733
scenario_raw,avg_price,984.995897
scenario_raw,avg_sun_elevation,54.278338
scenario_raw,avg_cloud_cover,7.408161
scenario_raw,avg_priority,2.452308
solution,acquisitions,119
solution,unique_requests_served,89
solution,total_score,67.5158974358974717
solution,ofv,-67.5158974358975570
solution,total_profit,114214.000000
solution,total_area,69695.785310
solution,avg_cloud_cover,7.646499
solution,cloud_good_lt10,79
solution,cloud_bad_gt30,0
solution,avg_angle,21.706118
solution,angle_good_le10,8
solution,angle_bad_ge30,1
solution,avg_priority,2.470588
solution,priority_1,31
solution,priority_2,26
solution,priority_3,37
solution,priority_4,25
solution,avg_sun_elevation,52.384149
rko,best_mh,BRKGA
rko,time_to_best,31.592
rko,solver_time,60.019
rko,total_time,60.020
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,8
rko,stereo_acq_selected,15
rko,strip_acq_selected,44
